date,tb_polarity
2021-01-01,0.03799315910427022
2021-01-02,0.06315242517623469
2021-01-03,0.022220249368686863
2021-01-04,0.03208039514643289
2021-01-05,0.05323780173286752
2021-01-06,-0.020184039607116525
2021-01-07,0.025705860294676083
2021-01-08,0.1672626876402918
2021-01-09,0.08896648242630385
2021-01-10,0.12948073945025165
2021-01-11,0.10303800366300364
2021-01-12,-0.010569262742975968
2021-01-13,0.10603708068551815
2021-01-14,0.13997801479029506
2021-01-15,0.05980090691267348
2021-01-16,0.06037825777617444
2021-01-17,0.12816945576586533
2021-01-18,0.0886257194033357
2021-01-19,0.10818432756800811
2021-01-20,0.11645261052916539
2021-01-21,0.11823039995479757
2021-01-22,0.06010087782587784
2021-01-23,0.13003660991485666
2021-01-24,0.08869403684338746
2021-01-25,0.1101477988008161
2021-01-26,0.050532139727345216
2021-01-27,0.10200984996845387
2021-01-28,0.02545152874500699
2021-01-29,0.09367858135397825
2021-01-30,0.04229117278014721
2021-01-31,0.08211034028905122
2021-02-01,0.1351316090237373
2021-02-02,0.0975170789203808
2021-02-03,0.03802346517119244
2021-02-04,0.08098038271252558
2021-02-05,0.09632478054353055
2021-02-06,0.03872824224386724
2021-02-07,0.13470043572984747
2021-02-08,0.07921214341732548
2021-02-09,0.13717815360637628
2021-02-10,0.04116308922558922
2021-02-11,0.11397928868517104
2021-02-12,0.050532950155641916
2021-02-13,0.009392817232256889
2021-02-14,0.09002998213027281
2021-02-15,-0.011970180117501545
2021-02-16,0.11108367327117329
2021-02-17,0.09042612587670727
2021-02-18,0.07677579365079366
2021-02-19,0.07488232666804094
2021-02-20,0.13486458737829166
2021-02-21,0.10361768192125334
2021-02-22,0.07091597546706675
2021-02-23,0.02569978082713931
2021-02-24,0.11662434493210161
2021-02-25,0.05849080193946266
2021-02-26,0.11226691896503219
2021-02-27,0.06914846084080237
2021-02-28,0.07215284863945579
2021-03-01,0.056436346789902295
2021-03-02,0.09593182720057718
2021-03-03,0.1043972412618246
2021-03-04,0.08072696208112876
2021-03-05,0.04442409630636376
2021-03-06,0.09005489506408626
2021-03-07,0.08194494369717585
2021-03-08,0.11612719188054009
2021-03-09,0.0687643487971109
2021-03-10,0.14406369843869846
2021-03-11,0.07364855209515406
2021-03-12,0.08741367637469444
2021-03-13,0.0875137336405993
2021-03-14,0.0703349721082856
2021-03-15,0.109080970250419
2021-03-16,0.05756365281937592
2021-03-17,0.11910765615885299
2021-03-18,0.08476307505325364
2021-03-19,0.10826951513981013
2021-03-20,0.12479372876833814
2021-03-21,0.06629170739654612
2021-03-22,0.06878850688002473
2021-03-23,0.1255448833573833
2021-03-24,0.10373077792853913
2021-03-25,0.10864806795293301
2021-03-26,0.07637951722190853
2021-03-27,0.08908906776094278
2021-03-28,0.08375071814722723
2021-03-29,0.06519003832683228
2021-03-30,0.060174150468268114
2021-03-31,0.0757435656572648
2021-04-01,0.08202993556384514
2021-04-02,0.12226526552212727
2021-04-03,0.13910465512669334
2021-04-04,0.12960068577256073
2021-04-05,0.05880712736452216
2021-04-06,0.07553881793518274
2021-04-07,0.1252949621992591
2021-04-08,0.050308699595157914
2021-04-09,0.08060575998075999
2021-04-10,0.049364757875096234
2021-04-11,0.06306746372535849
2021-04-12,0.08321095459200302
2021-04-13,0.06451965721353481
2021-04-14,0.03656065031933088
2021-04-15,0.0758627695606862
2021-04-16,0.11671056536231726
2021-04-17,0.07301209641053391
2021-04-18,0.12202709371341443
2021-04-19,0.14731282973346463
2021-04-20,0.08036076135213545
2021-04-21,0.06847354851031319
2021-04-22,0.114858897005772
2021-04-23,0.08287603715728714
2021-04-24,0.06389229137363464
2021-04-25,0.09435044122544123
2021-04-26,0.04885519781144781
2021-04-27,0.10386361034798536
2021-04-28,0.07238364941936372
2021-04-29,0.061259468078218075
2021-04-30,0.04095281002057331
2021-05-01,0.0064424164424164475
2021-05-02,0.03403575591075592
2021-05-03,0.10054294757419754
2021-05-04,0.07628454390661422
2021-05-05,0.03219115004492363
2021-05-06,0.07705730857683984
2021-05-07,0.10070487678200446
2021-05-08,0.11191710855844597
2021-05-09,0.0006872294372294389
2021-05-10,0.049930817390494826
2021-05-11,0.04602946370954845
2021-05-12,0.09166320541320543
2021-05-13,0.0846540969588517
2021-05-14,0.07493603681959846
2021-05-15,0.08630647920087575
2021-05-16,0.06320212999560824
2021-05-17,0.08115336149190315
2021-05-18,0.04176320079097857
2021-05-19,0.030858134920634935
2021-05-20,0.053671707421707425
2021-05-21,0.1403219696969697
2021-05-22,0.0340423581048581
2021-05-23,-0.03369122728400072
2021-05-24,0.14541975881261596
2021-05-25,0.10018229166666667
2021-05-26,0.15062391312391313
2021-05-27,0.009508638682745823
2021-05-28,0.13733097100032585
2021-05-29,0.12733217150496562
2021-05-30,0.059827628968253985
2021-05-31,0.19557226399331662
2021-06-01,0.0021877156659765367
2021-06-02,0.057679334554334556
2021-06-03,0.037973702542668075
2021-06-04,0.127261427298192
2021-06-05,0.1753319805194805
2021-06-06,0.04130244755244754
2021-06-07,0.0989649270482604
2021-06-08,-0.050152777777777775
2021-06-09,0.11949261355511356
2021-06-10,-0.012531654573908087
2021-06-11,0.0021884018759018692
2021-06-12,0.07908071095571095
2021-06-13,0.08016913055488037
